Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
363,0,0.637082,-0.611894,1.181257,-727.266724,-789.992859,372.535217
364,0,0.64048,-0.607482,1.195618,-727.312195,-789.36377,372.260498
365,0,0.643421,-0.604765,1.20382,-727.494141,-788.587219,372.122162
366,0,0.644039,-0.600823,1.208425,-727.818604,-787.954651,371.938995
367,0,0.637162,-0.601497,1.199022,-728.06488,-787.481934,371.761139
368,0,0.640205,-0.599111,1.20856,-728.284485,-787.135681,371.679169
369,0,0.631457,-0.601269,1.19793,-728.470032,-786.985474,371.644531
370,0,0.637175,-0.599361,1.206139,-728.59845,-786.992432,371.677063
371,0,0.644502,-0.597981,1.216905,-728.569885,-787.14624,371.844421
372,0,0.652728,-0.597604,1.227422,-728.519287,-787.464111,371.910736
373,0,0.644666,-0.608527,1.209207,-728.72876,-788.164978,372.034271
374,0,0.655621,-0.607263,1.22321,-728.656982,-788.610474,372.228638
375,0,0.66775,-0.607294,1.23544,-728.563477,-789.271851,372.485474
376,0,0.606662,-0.624193,1.12534,-728.12561,-789.534485,372.826965
377,0,0.61874,-0.624972,1.138686,-728.037292,-790.212952,373.256683
378,0,0.634021,-0.623859,1.158313,-728.103394,-790.926025,373.591736
379,0,0.644667,-0.624193,1.167783,-728.24231,-791.58783,373.850739
380,0,0.653705,-0.625631,1.17576,-728.168701,-792.270264,374.148254
381,0,0.662799,-0.627087,1.182974,-728.13269,-793.013,374.42334
382,0,0.657317,-0.631921,1.167401,-728.030762,-793.640198,374.8284
383,0,0.651773,-0.637722,1.151796,-727.936829,-794.238159,375.085754
384,0,0.665267,-0.635648,1.169306,-728.037537,-794.678955,375.252563
385,0,0.658529,-0.639361,1.155668,-728.17865,-794.961487,375.34726
386,0,0.651275,-0.641617,1.143209,-728.440247,-794.985535,375.455963
387,0,0.644993,-0.643237,1.135154,-728.479797,-794.915955,375.357727
388,0,0.642136,-0.642649,1.132684,-728.485901,-794.67218,375.263641
389,0,0.646389,-0.640611,1.142635,-728.331848,-794.281189,375.1539
390,0,0.652751,-0.635973,1.157813,-728.228638,-793.923645,374.877045
391,0,0.656355,-0.632052,1.168504,-728.119629,-793.419556,374.678558
392,0,0.647133,-0.632221,1.15486,-728.358521,-793.272583,374.511505
393,0,0.628439,-0.63428,1.127868,-728.566162,-792.846252,374.209534
394,0,-0.788206,-0.56789,-1.323892,-729.824036,-792.82373,374.082764
395,0,-0.802419,-0.565218,-1.346841,-729.6698,-792.346558,373.922791
396,0,-0.815067,-0.56156,-1.36714,-729.648315,-792.111206,373.878082
397,0,0.636249,-0.626409,1.157337,-728.251404,-791.414001,373.719635
398,0,0.642479,-0.623223,1.169487,-728.071716,-791.183838,373.695038
399,0,0.643093,-0.622096,1.171414,-728.028076,-791.028625,373.598083
400,0,0.639914,-0.622523,1.167408,-727.929871,-790.901672,373.491638
401,0,0.644726,-0.619562,1.177781,-727.951843,-790.868591,373.406372
402,0,0.644803,-0.618891,1.177263,-727.920532,-790.81366,373.373871
403,0,0.640381,-0.619914,1.169648,-727.925476,-790.788269,373.29306
404,0,0.646818,-0.617542,1.179984,-727.834534,-790.685425,373.195496
405,0,0.642656,-0.618201,1.174655,-727.743347,-790.619263,373.143707
406,0,0.645597,-0.616773,1.180807,-727.690857,-790.593201,373.08255
407,0,0.641718,-0.6175,1.173765,-727.827515,-790.466675,373.031372
408,0,0.646451,-0.61529,1.184754,-727.924683,-790.398926,373.005981
409,0,0.639223,-0.617527,1.172227,-728.096558,-790.22937,373.00296
410,0,0.642625,-0.615913,1.181023,-728.22522,-790.207947,373.019135
411,0,0.633436,-0.618558,1.168067,-728.353333,-790.085449,373.117279
412,0,0.639127,-0.617317,1.17868,-728.552185,-790.039978,373.180908
413,0,0.640154,-0.616532,1.182414,-728.872253,-789.989258,373.250763
414,0,0.639367,-0.618275,1.181745,-729.069336,-789.98175,373.443207
415,0,0.634804,-0.620357,1.174728,-729.34668,-790.058533,373.522675
416,0,0.626315,-0.623914,1.161093,-729.71637,-790.16333,373.662964
417,0,0.636975,-0.62216,1.178112,-730.098633,-790.336853,373.852509
418,0,0.644588,-0.62139,1.190298,-730.579041,-790.487061,374.02655
419,0,0.654614,-0.620146,1.207556,-731.050171,-790.655029,374.33197
420,0,0.658434,-0.622737,1.213919,-731.528931,-790.818909,374.671112
421,0,0.65089,-0.626958,1.201906,-732.149719,-790.693848,375.275208
422,0,0.644365,-0.632153,1.191412,-732.699524,-790.675354,375.824768
423,0,0.635428,-0.636372,1.178429,-733.332458,-790.635986,376.104279
424,0,0.624881,-0.641492,1.162973,-733.817322,-790.600891,376.285889
425,0,0.61942,-0.645424,1.156981,-734.149048,-790.702209,376.572266
426,0,0.619503,-0.648042,1.158601,-734.548828,-790.869751,376.863831
427,0,-0.664262,-0.635996,-1.132618,-736.594421,-791.542114,377.415253
428,0,-0.671914,-0.63179,-1.154539,-737.347168,-791.761841,377.90387
429,0,-0.683124,-0.62865,-1.177907,-738.38269,-791.963745,378.282349
430,0,-0.794391,-0.581078,-1.386367,-739.855469,-792.710388,378.839355
431,0,-0.802294,-0.577891,-1.405067,-740.961792,-793.284058,379.24408
432,0,-0.818098,-0.570229,-1.439484,-742.526428,-794.096497,379.871155
433,0,-0.844774,-0.556686,-1.492428,-744.357422,-795.158691,380.65155
434,0,-0.861588,-0.549403,-1.523813,-746.445984,-796.28949,381.336884
435,0,-0.880649,-0.541557,-1.562801,-748.759888,-797.651123,382.363342
436,0,-0.909905,-0.526377,-1.621893,-751.539673,-799.398621,383.249542
437,0,-0.928698,-0.514848,-1.666641,-754.263,-800.874939,384.355774
438,0,-0.99326,-0.476508,-1.786168,-757.716614,-802.893616,385.758606
439,0,-1.988658,1.846759,-3.793366,-759.778381,-804.416626,387.293182
440,0,-1.979434,1.626184,-3.772984,-763.92334,-806.51709,388.844879
441,0,-1.954857,1.429534,-3.739214,-768.194031,-808.865906,390.425598
442,0,-1.964178,1.356102,-3.721306,-773.304138,-810.992004,392.375153
443,0,-1.949529,1.37454,-3.737736,-778.288757,-813.358459,394.207947
444,0,-1.939155,1.375741,-3.748709,-783.565674,-815.865234,396.229767
445,0,-1.916179,1.200196,-3.706438,-789.258667,-818.427917,398.328857
446,0,-1.908791,1.229861,-3.728834,-794.93335,-820.64386,400.426392
447,0,-1.891495,1.110544,-3.702165,-801.784424,-823.881897,402.574402
448,0,-1.88624,1.113591,-3.718612,-808.106506,-826.443542,404.861694
449,0,-1.867436,0.999637,-3.688947,-815.543274,-829.553894,407.174622
450,0,-1.877382,1.117686,-3.757204,-822.479736,-832.869202,408.857208
451,0,-1.87847,1.244702,-3.821859,-830.264893,-836.027222,411.281311
452,0,-1.873354,1.378703,-3.882585,-838.321716,-839.218994,413.573273
453,0,-1.86215,1.521967,-3.937476,-846.753357,-842.516907,415.910767
454,0,-1.84042,1.678677,-3.985147,-855.379883,-845.888428,418.265472
455,0,-1.824743,1.710928,-4.0129,-864.35675,-849.255127,420.731079
456,0,-1.828383,1.622399,-4.021336,-873.724854,-852.798706,423.055267
457,0,-1.796597,1.781437,-4.053053,-884.484619,-856.992676,425.955261
458,0,-1.796666,1.726059,-4.068843,-894.118958,-860.476746,428.337738
459,0,-1.7939,1.722677,-4.090465,-904.401978,-864.317566,430.683228
460,0,-1.800312,1.675623,-4.107114,-914.712341,-868.148438,433.059265
461,0,-1.809715,1.602397,-4.117508,-925.351135,-871.982422,435.533966
462,0,-1.810555,1.62193,-4.13862,-936.7323,-876.402893,438.056183
463,0,-1.777574,1.758922,-4.182398,-947.987122,-880.571045,440.57663
464,0,-1.795444,1.649213,-4.193312,-958.925781,-884.331116,442.734009
465,0,-1.73229,1.885283,-4.243713,-970.605469,-888.961548,445.358734
466,0,-1.69356,1.997306,-4.267665,-982.097412,-893.075378,447.780792
467,0,-1.756742,1.796134,-4.26643,-993.863098,-897.541626,450.25351
468,0,-1.7964,1.670999,-4.263015,-1005.97583,-902.135803,452.855804
469,0,-1.731102,1.877502,-4.308452,-1018.372803,-906.814514,455.38916
470,0,-1.794381,1.691353,-4.294981,-1030.200195,-911.090637,457.900665
471,0,-1.861521,1.5423,-4.273778,-1042.900269,-915.880127,460.020905
472,0,-1.291935,-0.57531,-1.772112,-1057.270508,-920.699341,462.405304
473,0,-1.327174,-0.561518,-1.822677,-1069.434082,-925.507141,464.710907
474,0,-1.359038,-0.550028,-1.85952,-1081.917725,-930.593323,467.336456
475,0,-0.497068,-0.662115,-0.330786,-1095.559204,-935.833313,470.080292
476,0,-0.525817,-0.66568,-0.37213,-1107.300659,-940.900513,472.525543
477,0,-0.560123,-0.659977,-0.420111,-1119.882568,-945.968079,475.115448
478,0,-0.315327,-0.629532,-0.027272,-1131.308105,-951.703186,477.484955
479,0,-0.266383,-0.615469,0.051076,-1143.845215,-956.674927,479.412476
480,0,-0.234492,-0.603719,0.102488,-1156.335083,-962.026611,481.747894
481,0,0.158478,-0.515924,0.689267,-1166.169556,-967.265442,483.68103
482,0,0.12176,-0.520154,0.639792,-1178.571533,-972.567261,485.809479
483,0,0.156417,-0.502887,0.688749,-1190.403442,-977.434448,487.808563
484,0,0.180879,-0.489406,0.728322,-1203.186646,-982.349121,489.881317
485,0,0.143494,-0.493866,0.681393,-1215.277344,-987.343994,491.711121
486,0,0.15918,-0.482617,0.721478,-1226.61499,-992.807129,493.075897
487,0,0.233542,-0.440245,0.808302,-1236.749268,-997.373352,494.638885
488,0,0.266019,-0.42235,0.858778,-1248.451782,-1001.799683,495.779846
489,0,0.280454,-0.409337,0.88832,-1260.012329,-1006.417542,497.005554
490,0,-1.235562,-0.641535,-1.428554,-1273.865479,-1009.821777,498.17981
491,0,-1.270419,-0.643975,-1.478897,-1285.050049,-1013.891724,499.050751
492,0,-1.303887,-0.64688,-1.528301,-1296.090698,-1017.723328,500.087189
493,0,-1.33755,-0.650565,-1.576794,-1306.845337,-1021.389709,500.888397
494,0,-1.371667,-0.653832,-1.629941,-1317.481567,-1024.869263,501.499359
495,0,-1.40581,-0.657739,-1.682399,-1328.055786,-1028.295776,502.262482
496,0,-1.450892,-0.659051,-1.758705,-1338.529175,-1031.738647,503.197479
497,0,-1.481922,-0.662446,-1.810906,-1348.806885,-1034.787842,503.705566
498,0,-1.513507,-0.666678,-1.860827,-1358.733398,-1037.879272,504.2966
499,0,-1.934235,-0.379555,-3.086089,-1368.341797,-1040.734253,504.736176
500,0,-1.913773,-0.428842,-3.005014,-1378.71521,-1043.566406,505.595337
501,0,-1.90314,-0.465211,-2.948116,-1388.338867,-1046.224976,506.086243
502,0,-1.893793,-0.499108,-2.889458,-1398.153809,-1048.395508,506.8367
503,0,-1.875844,-0.539426,-2.803417,-1407.182861,-1050.940796,507.203522
504,0,-1.86548,-0.568409,-2.74761,-1416.357666,-1053.143799,507.587189
505,0,-1.854419,-0.593166,-2.689922,-1425.88623,-1054.838867,508.138062
506,0,-1.835342,-0.622998,-2.607391,-1434.727539,-1056.870483,508.551056
507,0,-1.827327,-0.641544,-2.553612,-1443.305054,-1058.271973,508.889984
508,0,-1.828057,-0.652263,-2.539707,-1452.083374,-1059.641602,509.203613
509,0,-1.846909,-0.647327,-2.5938,-1460.515869,-1060.784058,509.48114
510,0,-1.830881,-0.66783,-2.519937,-1469.342407,-1061.787109,510.185547
511,0,-1.850715,-0.662386,-2.568035,-1477.068359,-1062.387573,510.20694
512,0,-1.84166,-0.675076,-2.515961,-1485.278442,-1062.992798,510.468414
513,0,-1.854087,-0.673062,-2.539222,-1493.328735,-1063.150513,510.649384
514,0,-1.846585,-0.681434,-2.497674,-1500.900391,-1063.476074,510.614563
515,0,-1.855286,-0.681203,-2.508409,-1508.647827,-1063.273804,510.7724
516,0,-1.859619,-0.681131,-2.503455,-1516.453125,-1062.943604,510.977997
517,0,-1.848973,-0.68933,-2.45112,-1523.72522,-1062.515015,511.001282
518,0,-1.838311,-0.693787,-2.394917,-1531.151611,-1061.755493,510.83194
519,0,-1.826323,-0.698207,-2.340859,-1538.045776,-1060.852661,510.628387
520,0,-1.451447,-0.735337,-1.456905,-1544.715454,-1059.339478,510.075439
521,0,-1.478636,-0.73114,-1.504604,-1551.141235,-1058.035645,509.502167
522,0,-1.504269,-0.727795,-1.55061,-1558.045654,-1056.532227,509.199188
523,0,-1.531699,-0.720625,-1.599426,-1564.679443,-1054.624512,508.674622
524,0,-1.5579,-0.716491,-1.644428,-1571.08606,-1052.716797,508.120667
525,0,-1.57078,-0.71643,-1.677444,-1578.312866,-1050.275391,508.08548
526,0,-1.608377,-0.709429,-1.751209,-1584.865112,-1047.887329,507.423584
527,0,-1.584426,-0.700168,-1.686594,-1590.866089,-1045.718262,506.769897
528,0,-1.613742,-0.689576,-1.730568,-1597.140991,-1043.242432,505.716095
529,0,-1.642859,-0.679683,-1.779923,-1602.962524,-1040.454224,504.825104
530,0,-1.661489,-0.673562,-1.80374,-1609.300659,-1037.670044,504.2612
531,0,-1.703408,-0.660802,-1.876888,-1614.145386,-1034.762817,502.918945
532,0,-1.735366,-0.652249,-1.924474,-1620.509521,-1031.469482,502.25412
533,0,-1.775521,-0.639362,-1.990527,-1625.593872,-1028.380859,501.109467
534,0,-1.804248,-0.630793,-2.036739,-1631.619507,-1024.787354,500.380157
535,0,-1.381788,1.14362,-4.984561,-1636.717651,-1021.235474,499.343567
536,0,-1.520616,1.011476,-4.931111,-1642.321289,-1017.360474,498.451019
537,0,-1.684961,0.841735,-4.847766,-1647.625366,-1013.42334,497.596863
538,0,-1.822398,-0.591737,-1.954174,-1651.964844,-1009.49707,496.432648
539,0,-1.861512,-0.582211,-2.021163,-1657.196899,-1005.243286,495.661865
540,0,-1.866102,-0.57599,-2.023945,-1662.412231,-1001.015686,494.928162
541,0,-1.861966,-0.569346,-2.009074,-1667.487183,-996.427124,494.227142
542,0,-1.880668,-0.564972,-2.047868,-1672.812622,-991.454285,493.553986
543,0,-1.91907,-0.550735,-2.116807,-1677.503052,-986.721497,492.653107
544,0,-1.8862,-0.545752,-2.066569,-1682.780518,-982.015808,492.008118
545,0,-1.911397,-0.53383,-2.111402,-1687.426147,-976.99292,491.104584
546,0,-1.936018,-0.520988,-2.154243,-1692.04541,-971.937927,490.261688
547,0,-1.933116,-0.505262,-2.135057,-1697.155029,-966.329468,489.442535
548,0,-1.931149,-0.496927,-2.126498,-1701.44165,-961.243164,488.557495
549,0,-1.910975,-0.491563,-2.083769,-1705.957764,-955.989197,487.974121
550,0,-1.891722,-0.485723,-2.042526,-1710.406738,-950.734985,487.574005
551,0,-1.870501,-0.478344,-1.990471,-1714.5,-945.498718,486.985931
552,0,-1.885995,-0.467416,-2.008855,-1718.658569,-940.222717,486.796906
553,0,-1.922129,-0.452596,-2.062991,-1722.670776,-935.037476,486.65564
554,0,-1.891685,-0.446472,-2.003662,-1726.655884,-929.932495,486.760834
555,0,-1.889854,-0.434569,-1.98679,-1730.488525,-924.816162,486.807373
556,0,-1.867598,-0.423952,-1.939988,-1734.301392,-919.791077,486.946594
557,0,-1.880364,-0.410375,-1.951464,-1737.994873,-914.879211,487.073578
558,0,-1.908098,-0.394938,-1.980398,-1741.620239,-909.954346,487.260559
559,0,-1.90033,-0.381194,-1.952764,-1745.22876,-905.179199,487.371979
560,0,-1.892412,-0.368096,-1.929058,-1748.624146,-900.358765,487.449646
561,0,-1.873499,-0.357303,-1.888612,-1752.232666,-895.51532,487.537567
562,0,-1.914012,-0.339603,-1.933984,-1755.675903,-890.743164,487.4617
563,0,-1.945323,-0.323209,-1.965101,-1759.134155,-886.045959,487.277893
564,0,-1.92499,-0.312481,-1.924412,-1762.417358,-881.5177,487.044098
565,0,-1.963777,-0.296577,-1.964173,-1766.059326,-876.667908,486.855103
566,0,-1.940371,-0.287259,-1.922462,-1769.417847,-872.167847,486.615662
567,0,-1.982589,-0.270481,-1.967248,-1772.174683,-867.677612,486.008759
568,0,-1.959698,-0.264122,-1.924844,-1776.147705,-862.890442,486.03891
569,0,-1.940805,-0.254727,-1.889807,-1779.44104,-858.400146,485.665375
570,0,-1.935958,-0.246053,-1.872936,-1782.680054,-853.820862,485.278381
571,0,-0.206906,-0.206422,0.041078,-1783.935181,-849.568665,484.774628
572,0,-0.161123,-0.196591,0.079128,-1786.728638,-845.372742,484.219116
573,0,-0.114915,-0.186426,0.116271,-1789.661255,-840.977661,483.911255
574,0,-1.857249,-0.213737,-1.731735,-1794.145874,-835.971008,483.621704
575,0,-1.824841,-0.206021,-1.687706,-1796.896973,-831.590942,483.431427
576,0,-1.839716,-0.195684,-1.696633,-1799.698608,-827.265259,483.193787
577,0,0.304854,-0.152746,0.49924,-1802.272095,-823.451294,484.057678
578,0,0.272352,-0.149789,0.456313,-1805.387573,-819.149536,484.031952
579,0,0.319694,-0.140258,0.488208,-1807.826172,-815.094727,483.819031
580,0,0.334044,-0.133667,0.491351,-1810.162842,-811.190552,483.727905
581,0,0.309808,-0.131649,0.452863,-1813.570679,-806.616638,483.989319
582,0,0.264455,-0.128258,0.397399,-1816.437988,-802.638306,484.555542
583,0,0.2256,-0.12392,0.350174,-1818.15918,-799.097046,484.211365
584,0,0.184098,-0.118858,0.302509,-1820.232056,-795.458008,484.063446
585,0,0.155827,-0.11268,0.268254,-1822.7771,-791.731567,484.114166
586,0,0.141637,-0.105827,0.245477,-1824.681152,-788.271484,483.996399
587,0,0.111699,-0.098403,0.211449,-1827.277588,-784.695862,484.142853
588,0,0.081906,-0.091209,0.177564,-1829.471191,-781.288086,484.183136
589,0,-1.65993,-0.081862,-1.40389,-1830.463867,-778.006165,484.405457
590,0,-1.662761,-0.073816,-1.395359,-1832.714844,-774.717651,484.571777
591,0,-1.600526,-0.066401,-1.327261,-1834.230225,-771.796082,484.487488
592,0,-1.627196,-0.056519,-1.337729,-1837.342407,-768.450928,485.134186
593,0,-1.676548,-0.047804,-1.36957,-1839.492676,-765.479309,485.365723
594,0,-1.682956,-0.040811,-1.361382,-1841.846924,-762.407349,485.75119
595,0,-0.119889,-0.015101,-0.018601,-1843.249146,-759.643494,485.685577
596,0,-0.057462,-0.002913,0.031827,-1845.602051,-756.948059,486.162628
597,0,0.005757,0.008147,0.081493,-1847.682739,-754.038574,486.457581
598,0,0.057125,0.019356,0.12032,-1849.886841,-751.080383,487.032715
599,0,0.011649,0.028307,0.082434,-1851.91272,-748.324036,487.488159
600,0,0.09727,0.038941,0.147418,-1853.782227,-745.613281,487.911316
601,0,0.128205,0.047927,0.16837,-1855.734741,-743.071777,488.516907
602,0,0.103364,0.056789,0.145232,-1857.571167,-740.562744,489.153534
603,0,0.084953,0.065399,0.1271,-1859.585693,-738.112366,489.752228
604,0,0.149117,0.074347,0.171131,-1861.330688,-735.690063,490.231964
605,0,0.089822,0.083762,0.121621,-1863.488281,-733.260132,490.899841
606,0,0.164743,0.09225,0.173569,-1865.217529,-730.994751,491.217987
607,0,0.051834,0.100072,0.087671,-1867.189575,-728.642517,491.690155
608,0,0.028788,0.109049,0.069351,-1868.911011,-726.358765,491.990784
609,0,-0.019791,0.115232,0.034945,-1870.578247,-724.251831,491.872223
610,0,-0.105548,0.125426,-0.02889,-1872.549927,-721.838806,492.062775
611,0,-0.1713,0.133817,-0.075807,-1874.243408,-719.505493,492.295868
612,0,-0.264369,0.140184,-0.14249,-1876.208252,-717.146423,492.563995
613,0,-0.239504,0.14584,-0.124147,-1877.71582,-714.889648,492.596771
614,0,-0.261172,0.151162,-0.139737,-1879.47583,-712.534668,492.754059
615,0,-0.260436,0.156922,-0.140453,-1880.951416,-710.329468,492.804657
616,0,-0.288547,0.16035,-0.161442,-1882.435547,-708.16449,492.7742
617,0,-0.285385,0.160862,-0.164849,-1883.808472,-706.201538,492.942566
618,0,-0.205203,0.165799,-0.11213,-1885.242798,-704.200745,492.982483
619,0,-0.177093,0.169464,-0.096346,-1886.314209,-702.329407,492.953491
620,0,-0.148959,0.172095,-0.080053,-1887.045166,-700.59082,492.752197
621,0,-0.119732,0.175033,-0.064197,-1888.263916,-698.732422,492.722626
622,0,-0.095358,0.177045,-0.050978,-1888.868896,-697.098083,492.587769
623,0,-0.069351,0.178679,-0.03718,-1889.803467,-695.37738,492.35434
624,0,-0.044408,0.179239,-0.024693,-1890.401611,-693.867065,492.028381
625,0,-0.079656,0.181699,-0.052241,-1891.051147,-692.229431,491.754486
626,0,-0.057039,0.181199,-0.039998,-1891.322632,-690.888855,491.267517
627,0,-0.047999,0.182693,-0.038272,-1891.8927,-689.346802,490.782501
628,0,-0.083482,0.185881,-0.065033,-1892.583618,-687.715576,490.528137
629,0,-0.131233,0.18812,-0.100016,-1893.154907,-686.665527,489.942078
630,0,-0.113342,0.18794,-0.090512,-1892.999146,-685.219604,488.898346
631,0,-0.112834,0.188948,-0.092865,-1893.485352,-684.146912,488.159485
632,0,-0.148003,0.190528,-0.118285,-1894.038208,-682.9245,487.358154
633,0,-0.168392,0.191272,-0.133976,-1893.944702,-681.578796,486.363037
634,0,-0.706236,0.199195,-0.495478,-1894.572144,-680.502869,485.621216
635,0,-0.683366,0.199848,-0.480816,-1894.79248,-679.660461,484.673553
636,0,-0.704079,0.201472,-0.495393,-1895.129639,-678.70459,483.903076
637,0,-0.681923,0.202247,-0.481144,-1895.294678,-677.871094,482.910065
638,0,-0.647104,0.203009,-0.458144,-1895.557373,-676.945496,482.190247
639,0,-0.623862,0.201903,-0.44264,-1895.635498,-676.433289,481.228394
640,0,-0.6102,0.20246,-0.433106,-1895.825317,-675.888733,480.554077
641,0,-0.592101,0.202959,-0.421034,-1895.645752,-675.212769,479.792542
642,0,-0.559434,0.204277,-0.398958,-1895.887695,-674.701355,479.237518
643,0,-0.546574,0.203678,-0.38959,-1895.804565,-674.48291,478.485443
644,0,-0.526421,0.204272,-0.374841,-1896.150635,-674.225403,478.05481
645,0,-0.519212,0.205028,-0.367929,-1896.957764,-674.164246,477.769348
646,0,-0.528703,0.205724,-0.372493,-1897.144287,-674.062256,477.358398
647,0,-0.541669,0.206756,-0.379108,-1897.284302,-674.017517,476.919525
648,0,-0.550829,0.208326,-0.382304,-1897.575195,-673.94751,476.64978
649,0,-0.549208,0.209296,-0.378405,-1897.954834,-673.982727,476.157471
650,0,-0.565019,0.210904,-0.385628,-1898.204468,-674.044678,475.872406
651,0,-0.583443,0.212312,-0.393569,-1898.627197,-674.13562,475.720581
652,0,-0.612844,0.212832,-0.408643,-1898.831665,-674.283447,475.28595
653,0,-0.603873,0.214312,-0.398338,-1899.257568,-674.425354,474.950409
654,0,-0.611097,0.215045,-0.398274,-1899.757935,-674.50647,474.632599
655,0,-0.612728,0.217327,-0.393788,-1900.088867,-674.694031,474.29483
656,0,-0.599262,0.219845,-0.379854,-1900.380493,-674.833618,473.952301
657,0,-0.594627,0.221697,-0.371713,-1900.291626,-674.825073,473.488861
658,0,-0.585937,0.224076,-0.360731,-1900.697388,-675.069458,473.101624
659,0,-0.559747,0.22727,-0.338845,-1900.912964,-675.295776,472.705597
660,0,-0.567128,0.229771,-0.338504,-1901.458252,-675.733887,472.613251
661,0,-0.268558,0.236345,-0.143853,-1901.532104,-675.785706,472.08197
662,0,-0.259835,0.238998,-0.135136,-1901.718994,-676.145935,471.629974
663,0,-0.254643,0.242053,-0.128961,-1901.737549,-676.648743,471.174622
664,0,-0.006537,0.245099,0.030664,-1901.923462,-677.074219,470.749237
665,0,-0.030226,0.248741,0.018173,-1902.095703,-677.500732,470.433563
666,0,-0.043637,0.251807,0.0122,-1902.18335,-677.934937,470.116516
667,0,-0.055725,0.255113,0.006331,-1902.350952,-678.279175,469.845947
668,0,-0.079117,0.258095,-0.007041,-1902.243042,-678.880981,469.48587
669,0,-0.069762,0.260242,0.000061,-1902.217407,-679.371094,469.309052
670,0,-0.144915,0.262904,-0.045217,-1902.153076,-679.828857,469.153198
671,0,-0.134692,0.264732,-0.038597,-1901.951782,-680.295776,469.032562
672,0,-0.118956,0.266147,-0.02924,-1901.743408,-680.66156,468.977692
673,0,-0.128471,0.26725,-0.035308,-1901.571045,-680.942932,469.013306
674,0,-0.143475,0.268032,-0.04568,-1901.164917,-681.321167,469.05777
675,0,-0.152509,0.268815,-0.052163,-1900.800781,-681.636353,469.107635
676,0,-0.193271,0.269122,-0.077346,-1900.489014,-681.858826,469.274628
677,0,-0.194179,0.26945,-0.078862,-1900.127686,-682.07959,469.391327
678,0,-0.205607,0.268747,-0.085912,-1899.743896,-682.403442,469.430969
679,0,-0.141251,0.268523,-0.046427,-1899.29541,-682.715698,469.434845
680,0,-0.133224,0.268169,-0.042297,-1899.040894,-682.923706,469.491913
681,0,-0.143704,0.267566,-0.048929,-1898.786377,-683.143188,469.541138
682,0,-0.132588,0.266929,-0.042125,-1898.51123,-683.266968,469.515869
683,0,-0.121461,0.266211,-0.03496,-1898.15918,-683.377258,469.418854
684,0,-0.111843,0.26587,-0.029159,-1897.972534,-683.494263,469.396332
685,0,-0.030761,0.265014,0.020853,-1897.712646,-683.547241,469.338989
686,0,-0.039662,0.264863,0.01563,-1897.571655,-683.5495,469.33252
687,0,-0.050081,0.264363,0.008939,-1897.440552,-683.685059,469.374786
688,0,-0.083339,0.264375,-0.011899,-1897.362061,-683.715027,469.377136
689,0,-0.093083,0.264489,-0.01857,-1897.286011,-683.747498,469.468536
690,0,-0.085013,0.26506,-0.014189,-1897.029175,-683.870178,469.41214
691,0,-0.095948,0.265933,-0.02118,-1896.884766,-683.967896,469.459076
692,0,-0.101995,0.266909,-0.025798,-1896.765015,-683.996765,469.468903
693,0,-0.110686,0.268449,-0.03235,-1896.503418,-684.106506,469.437286
694,0,-0.13314,0.269973,-0.047616,-1896.513184,-684.070679,469.560974
695,0,-0.130585,0.271529,-0.047671,-1896.148071,-684.345825,469.44809
696,0,-0.138441,0.273521,-0.053999,-1896.00415,-684.471985,469.508331
697,0,-0.126724,0.275392,-0.048335,-1895.742432,-684.646484,469.515717
698,0,-0.135129,0.276906,-0.05506,-1895.60144,-684.770508,469.533752
699,0,-0.139236,0.279202,-0.059166,-1895.49292,-684.892761,469.561157
700,0,-0.132025,0.281171,-0.056285,-1895.217773,-685.002319,469.497437
701,0,-0.122368,0.283233,-0.052243,-1895.078369,-685.091187,469.368927
702,0,-0.122239,0.285062,-0.054041,-1894.790649,-685.270874,469.260559
703,0,-0.205181,0.287924,-0.105181,-1894.668213,-685.299561,469.27243
704,0,-0.196571,0.289583,-0.101186,-1894.432983,-685.353088,469.191895
705,0,-0.18528,0.29143,-0.095331,-1894.310303,-685.364502,469.128265
706,0,-0.170181,0.292651,-0.087199,-1894.061157,-685.513245,469.00177
707,0,-0.160112,0.294094,-0.081987,-1893.713745,-685.627747,468.872101
708,0,-0.194561,0.296252,-0.103293,-1893.736328,-685.812927,468.896484
709,0,-1.890147,0.198074,-1.118065,-1894.153809,-685.682922,469.200195
710,0,-1.873939,0.201174,-1.107968,-1893.519531,-685.597534,468.976807
711,0,-1.864331,0.203405,-1.100062,-1893.256958,-685.734497,468.904327
712,0,-0.169354,0.300995,-0.088541,-1892.398071,-686.167908,468.283386
713,0,-0.159473,0.302159,-0.082448,-1892.24707,-686.323914,468.318787
714,0,-0.169861,0.30304,-0.08865,-1892.012451,-686.492249,468.315643
715,0,-1.427874,0.254715,-0.834755,-1892.236206,-686.300842,468.782379
716,0,-1.459047,0.251863,-0.852051,-1891.900635,-686.497803,468.68576
717,0,-1.469276,0.252082,-0.857542,-1891.598877,-686.626831,468.676453
718,0,-1.476645,0.251805,-0.860932,-1891.233765,-686.692932,468.626343
719,0,-1.483664,0.251848,-0.863795,-1890.906982,-686.734314,468.629608
720,0,-1.493508,0.252225,-0.869174,-1890.424438,-686.713745,468.597931
721,0,-1.48535,0.25442,-0.862821,-1890.070923,-686.713623,468.515015
