Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
49,0,0.995462,-0.504264,1.927548,-714.330933,-733.693787,377.542053
50,0,0.999693,-0.502045,1.932744,-714.376343,-733.7771,377.566284
51,0,0.996637,-0.504659,1.926765,-714.341431,-733.763489,377.571747
52,0,0.993682,-0.506312,1.921494,-714.385742,-733.757507,377.502716
53,0,0.987113,-0.51065,1.908636,-714.387634,-733.767639,377.56311
54,0,0.979318,-0.516657,1.894133,-714.383606,-733.798889,377.562683
55,0,0.982219,-0.514301,1.900212,-714.435181,-733.797363,377.581116
56,0,0.974458,-0.520427,1.885886,-714.389343,-733.808594,377.578369
57,0,0.970722,-0.522472,1.87742,-714.350891,-733.825867,377.5784
58,0,0.973721,-0.521206,1.883215,-714.32373,-733.803101,377.63913
59,0,0.978182,-0.517389,1.89186,-714.38147,-733.819397,377.582611
60,0,0.985338,-0.51221,1.90801,-714.475952,-733.816772,377.600708
61,0,0.99092,-0.509492,1.915145,-714.367676,-733.82135,377.579193
62,0,0.986918,-0.511595,1.909663,-714.361755,-733.763367,377.641022
63,0,0.992227,-0.50895,1.920121,-714.421143,-733.836609,377.571747
64,0,0.986914,-0.511314,1.91018,-714.434082,-733.817749,377.582886
65,0,0.989312,-0.510091,1.912245,-714.437256,-733.834595,377.592957
66,0,0.98352,-0.514146,1.901421,-714.420349,-733.831848,377.572021
67,0,0.969307,-0.52329,1.875347,-714.394409,-733.784119,377.587982
68,0,0.974628,-0.519571,1.886037,-714.356079,-733.750977,377.602173
69,0,0.977028,-0.519098,1.891024,-714.375244,-733.790283,377.573578
70,0,0.982738,-0.513932,1.901894,-714.414124,-733.825989,377.566406
71,0,0.990631,-0.50888,1.917145,-714.455627,-733.775574,377.591187
72,0,0.986387,-0.511583,1.908695,-714.434875,-733.75116,377.570007
73,0,0.982565,-0.514012,1.901217,-714.378784,-733.71521,377.548706
74,0,0.977029,-0.517899,1.89056,-714.337341,-733.710754,377.559723
75,0,0.983396,-0.513163,1.901098,-714.356262,-733.75708,377.567657
76,0,0.986584,-0.511207,1.908385,-714.378845,-733.719604,377.562805
77,0,0.984257,-0.513011,1.90305,-714.423279,-733.787903,377.540283
78,0,0.981341,-0.514571,1.898571,-714.394775,-733.777405,377.525848
79,0,0.984217,-0.512762,1.9035,-714.329102,-733.727905,377.599274
80,0,0.985239,-0.512314,1.906831,-714.390137,-733.759033,377.545837
81,0,0.97871,-0.517161,1.895202,-714.317627,-733.740784,377.600922
82,0,0.982823,-0.514258,1.900805,-714.407837,-733.824768,377.578888
83,0,0.990179,-0.509956,1.913775,-714.350708,-733.815918,377.576843
84,0,0.996488,-0.504588,1.927245,-714.457642,-733.766663,377.58902
85,0,1.001773,-0.501886,1.936456,-714.417786,-733.822144,377.5383
86,0,0.998183,-0.504198,1.930248,-714.411865,-733.823608,377.558929
87,0,0.991803,-0.507813,1.91944,-714.36438,-733.771423,377.592255
88,0,0.988045,-0.510726,1.911853,-714.383362,-733.807495,377.60257
89,0,0.991728,-0.508678,1.9179,-714.409119,-733.825317,377.641083
90,0,0.986323,-0.512255,1.907186,-714.413879,-733.829956,377.613831
91,0,0.987177,-0.511698,1.90953,-714.380676,-733.806335,377.632538
92,0,0.990551,-0.509163,1.91519,-714.359741,-733.835938,377.635925
93,0,0.993558,-0.507338,1.922774,-714.391357,-733.878723,377.619873
94,0,0.985299,-0.513202,1.906718,-714.358643,-733.800537,377.601532
95,0,0.989392,-0.51053,1.912667,-714.413147,-733.801697,377.608185
96,0,0.994281,-0.506168,1.923575,-714.395874,-733.81604,377.592957
97,0,0.991553,-0.508431,1.917722,-714.34082,-733.747925,377.600769
98,0,0.997073,-0.504198,1.92837,-714.435059,-733.755066,377.536926
99,0,0.994199,-0.505773,1.924871,-714.446655,-733.792908,377.533051
100,0,0.990361,-0.50909,1.915046,-714.394104,-733.759521,377.536407
101,0,0.996649,-0.50461,1.925534,-714.335327,-733.748291,377.585419
102,0,0.99052,-0.508497,1.916218,-714.373596,-733.769836,377.568604
103,0,0.998636,-0.503276,1.93033,-714.41864,-733.749451,377.524231
104,0,1.001504,-0.50049,1.93648,-714.356812,-733.766296,377.551971
105,0,0.99581,-0.504848,1.925025,-714.316345,-733.726746,377.52832
106,0,0.999988,-0.502751,1.932956,-714.376099,-733.774048,377.585144
107,0,0.9934,-0.50635,1.920469,-714.404663,-733.741394,377.539337
108,0,0.995858,-0.504804,1.926208,-714.406555,-733.686401,377.554413
109,0,0.999601,-0.502958,1.932283,-714.373901,-733.786987,377.580383
110,0,1.004859,-0.498924,1.942571,-714.351135,-733.790405,377.607391
111,0,1.008034,-0.496957,1.948229,-714.381897,-733.816406,377.552521
112,0,1.003503,-0.500523,1.940336,-714.40155,-733.820496,377.552307
113,0,1.006541,-0.498187,1.946075,-714.45929,-733.82843,377.563629
114,0,1.012099,-0.493665,1.956499,-714.401611,-733.780457,377.609009
115,0,1.005964,-0.497947,1.945232,-714.362915,-733.777405,377.577118
116,0,0.99901,-0.502986,1.932021,-714.42395,-733.799866,377.552673
117,0,1.00346,-0.500432,1.939753,-714.44104,-733.867798,377.556305
118,0,0.999994,-0.502936,1.931818,-714.408936,-733.826904,377.597809
119,0,0.992222,-0.507605,1.918408,-714.362122,-733.826172,377.647491
120,0,0.997681,-0.505342,1.927531,-714.428589,-733.871704,377.584534
121,0,1.003369,-0.499877,1.940106,-714.338806,-733.785522,377.604431
122,0,0.998876,-0.503234,1.932282,-714.367126,-733.822754,377.579681
123,0,1.006957,-0.497251,1.948053,-714.433167,-733.816956,377.509705
124,0,1.013423,-0.49264,1.960096,-714.399597,-733.807068,377.601135
125,0,1.016782,-0.490597,1.965525,-714.415222,-733.810547,377.571899
126,0,1.020738,-0.487576,1.973731,-714.419373,-733.75946,377.604187
127,0,1.014492,-0.492048,1.961503,-714.431152,-733.784241,377.503235
128,0,1.014482,-0.49146,1.961839,-714.403564,-733.746826,377.510284
129,0,1.011684,-0.492901,1.956676,-714.357788,-733.783569,377.570801
130,0,1.00663,-0.496933,1.946513,-714.335693,-733.73175,377.577576
131,0,1.000943,-0.501263,1.935841,-714.404175,-733.78833,377.524902
132,0,1.006927,-0.497685,1.946368,-714.419922,-733.787537,377.52829
133,0,1.010583,-0.494547,1.953096,-714.349854,-733.69342,377.542511
134,0,1.005386,-0.497487,1.944247,-714.424316,-733.763794,377.546417
135,0,1.002803,-0.499505,1.938188,-714.404175,-733.710999,377.50708
136,0,1.006857,-0.496538,1.947374,-714.354187,-733.759521,377.562317
137,0,1.003993,-0.500039,1.940585,-714.362732,-733.748596,377.594604
138,0,1.006474,-0.497519,1.946683,-714.429382,-733.782104,377.570923
139,0,0.992887,-0.507304,1.920382,-714.406006,-733.789734,377.538696
140,0,0.997318,-0.505296,1.928037,-714.415833,-733.81073,377.551544
141,0,1.00174,-0.501119,1.938413,-714.401489,-733.785828,377.562012
142,0,1.005636,-0.497741,1.943705,-714.44635,-733.799011,377.535645
143,0,1.002666,-0.50097,1.938285,-714.464233,-733.816101,377.566956
144,0,1.006237,-0.498362,1.944301,-714.41925,-733.811157,377.56665
145,0,1.000675,-0.502139,1.933913,-714.344604,-733.813904,377.650909
146,0,0.993977,-0.507426,1.920531,-714.405273,-733.799866,377.522491
147,0,0.989071,-0.510157,1.912269,-714.35437,-733.835205,377.589111
148,0,0.994153,-0.506765,1.922305,-714.413208,-733.78186,377.55899
149,0,0.99955,-0.503475,1.932298,-714.411804,-733.791809,377.625061
150,0,1.000504,-0.502717,1.93331,-714.404419,-733.84137,377.584106
151,0,1.003444,-0.499841,1.941699,-714.353394,-733.820374,377.617676
152,0,0.998321,-0.503387,1.930555,-714.355652,-733.799133,377.582764
153,0,0.994749,-0.506779,1.922129,-714.325317,-733.792725,377.567719
154,0,0.990619,-0.508592,1.916407,-714.378601,-733.746887,377.547638
155,0,0.983091,-0.513305,1.90492,-714.459778,-733.74353,377.555756
156,0,0.981598,-0.514873,1.89884,-714.405457,-733.705811,377.563019
157,0,0.982445,-0.513029,1.901792,-714.358948,-733.692871,377.57663
158,0,0.989328,-0.509014,1.911245,-714.414124,-733.776245,377.542389
159,0,0.980244,-0.512895,1.895982,-714.436523,-733.872742,377.660461
160,0,0.787316,-0.626394,1.518024,-710.999573,-734.081848,375.937256
161,0,0.777788,-0.631455,1.499491,-711.065674,-734.101379,375.970245
162,0,0.766476,-0.636278,1.478557,-711.084473,-734.131775,375.949707
163,0,0.769366,-0.63552,1.482292,-711.121338,-734.157837,375.965759
164,0,0.765226,-0.6377,1.476525,-711.062134,-734.205139,375.959412
165,0,0.768374,-0.637199,1.480986,-711.008423,-734.226929,375.999756
166,0,0.718221,-0.670197,1.440423,-711.443176,-734.144958,375.641785
167,0,0.70969,-0.674861,1.422616,-711.486572,-734.144226,375.683319
168,0,0.70024,-0.679566,1.404875,-711.550964,-734.157471,375.689423
169,0,0.691516,-0.683791,1.386635,-711.492249,-734.221619,375.659607
170,0,0.684715,-0.686927,1.374938,-711.520996,-734.197266,375.598267
171,0,0.685876,-0.686274,1.375983,-711.529602,-734.162842,375.687622
172,0,0.682236,-0.688064,1.369291,-711.490723,-734.158875,375.694305
173,0,0.684737,-0.686619,1.375099,-711.489075,-734.184814,375.6604
174,0,0.685985,-0.686213,1.376496,-711.525452,-734.231567,375.683594
175,0,0.689254,-0.684008,1.384466,-711.572144,-734.18042,375.6763
176,0,0.68344,-0.687458,1.372164,-711.458557,-734.255676,375.684784
177,0,0.685551,-0.685838,1.376204,-711.508179,-734.221802,375.665253
178,0,0.713741,-0.666812,1.384716,-713.72168,-734.119141,377.177429
179,0,0.717346,-0.666023,1.398723,-714.339233,-733.806335,377.647461
180,0,0.732486,-0.658602,1.426759,-714.317139,-733.762878,377.682373
181,0,0.746177,-0.651647,1.453361,-714.382202,-733.786255,377.649139
182,0,0.758953,-0.645291,1.479439,-714.397156,-733.717102,377.652435
183,0,0.773398,-0.637808,1.504505,-714.405273,-733.750671,377.602386
184,0,0.782184,-0.633402,1.521908,-714.400696,-733.793945,377.587799
185,0,0.790169,-0.629332,1.538536,-714.396851,-733.715332,377.563141
186,0,0.803182,-0.622995,1.561646,-714.359558,-733.736145,377.628876
187,0,0.818974,-0.614341,1.591838,-714.36322,-733.716675,377.593414
188,0,0.835447,-0.605327,1.621886,-714.352173,-733.703064,377.60376
189,0,0.843735,-0.600617,1.638621,-714.325195,-733.749023,377.580933
190,0,0.85193,-0.595486,1.654034,-714.378357,-733.732239,377.578705
191,0,0.860015,-0.591565,1.668481,-714.325134,-733.703857,377.540375
192,0,0.867446,-0.586847,1.683353,-714.462036,-733.742432,377.551483
193,0,0.875132,-0.583586,1.697834,-714.358032,-733.788513,377.598358
194,0,0.88458,-0.576817,1.716096,-714.339722,-733.72821,377.611603
195,0,0.895029,-0.571615,1.733813,-714.339111,-733.715881,377.616211
196,0,0.901911,-0.567104,1.748666,-714.370789,-733.830505,377.671234
197,0,0.909322,-0.56154,1.762967,-714.411133,-733.791443,377.603363
198,0,0.918754,-0.556589,1.781274,-714.412842,-733.810608,377.596222
199,0,0.934834,-0.546521,1.811071,-714.411804,-733.775696,377.570709
200,0,0.944789,-0.540107,1.828577,-714.372192,-733.789001,377.606506
201,0,0.954391,-0.533495,1.846595,-714.416931,-733.814453,377.605194
202,0,0.957372,-0.531898,1.852465,-714.349426,-733.79834,377.639862
203,0,0.962816,-0.527937,1.863539,-714.410095,-733.785156,377.602631
204,0,0.976811,-0.518345,1.889869,-714.344666,-733.794556,377.580353
205,0,0.98119,-0.514886,1.898606,-714.425964,-733.783325,377.581787
206,0,0.977011,-0.518348,1.890202,-714.464966,-733.784058,377.530457
207,0,0.98218,-0.515495,1.900129,-714.410828,-733.790894,377.552307
208,0,0.98527,-0.511987,1.906157,-714.357727,-733.753662,377.596649
209,0,0.981223,-0.515232,1.897836,-714.315491,-733.735596,377.600952
210,0,0.995005,-0.505394,1.924113,-714.37915,-733.759766,377.584473
211,0,0.998301,-0.503323,1.93122,-714.436646,-733.777283,377.58902
212,0,1.001323,-0.500846,1.937127,-714.396057,-733.756592,377.615234
213,0,1.00701,-0.497463,1.946359,-714.410828,-733.769897,377.560669
214,0,1.013305,-0.492815,1.958048,-714.37085,-733.77356,377.511108
215,0,1.010217,-0.494198,1.952916,-714.438904,-733.770752,377.573029
216,0,1.016099,-0.490808,1.963624,-714.41864,-733.696655,377.570618
217,0,1.011745,-0.493879,1.955838,-714.350281,-733.753601,377.600952
218,0,1.00851,-0.495509,1.950043,-714.422546,-733.740051,377.525909
219,0,1.002271,-0.500229,1.938311,-714.366821,-733.754761,377.553711
220,0,0.997041,-0.503988,1.927973,-714.370056,-733.725708,377.536102
221,0,1.006301,-0.497279,1.946052,-714.487183,-733.758545,377.58197
222,0,1.009634,-0.495047,1.951716,-714.46228,-733.769653,377.535583
223,0,1.004718,-0.499617,1.941262,-714.370361,-733.802246,377.576843
224,0,1.008881,-0.496226,1.95065,-714.40033,-733.829407,377.605194
225,0,1.002726,-0.500433,1.93917,-714.450989,-733.834961,377.566223
226,0,0.998736,-0.503579,1.931112,-714.403137,-733.791931,377.557831
227,0,1.002053,-0.500714,1.937411,-714.393372,-733.801025,377.619659
228,0,1.007818,-0.497192,1.947645,-714.490601,-733.79718,377.53598
229,0,0.999978,-0.502696,1.934234,-714.390198,-733.803467,377.592682
230,0,1.005116,-0.49855,1.943831,-714.451477,-733.734497,377.582733
231,0,0.999237,-0.502141,1.933828,-714.401672,-733.757446,377.57663
232,0,1.004536,-0.499098,1.941452,-714.44928,-733.791809,377.582825
233,0,0.99842,-0.503708,1.93009,-714.373657,-733.84552,377.564819
234,0,0.995696,-0.5055,1.924984,-714.400879,-733.82074,377.536865
235,0,0.992056,-0.507968,1.919363,-714.420532,-733.828369,377.574005
236,0,1.006291,-0.498238,1.945471,-714.472534,-733.835327,377.536682
237,0,1.000937,-0.501047,1.935171,-714.373596,-733.76947,377.58429
238,0,0.997666,-0.503848,1.929262,-714.405457,-733.78595,377.563232
239,0,0.992785,-0.506348,1.9206,-714.345825,-733.786621,377.625031
240,0,0.989825,-0.509127,1.914268,-714.344299,-733.760193,377.607544
241,0,0.987521,-0.510543,1.909459,-714.367676,-733.755859,377.584656
242,0,0.980931,-0.515067,1.897418,-714.334656,-733.74939,377.52298
243,0,0.976507,-0.519204,1.888963,-714.35614,-733.751099,377.547852
244,0,0.972233,-0.521604,1.880913,-714.411743,-733.762939,377.496155
245,0,0.967614,-0.524395,1.872334,-714.394958,-733.773132,377.534943
246,0,0.97718,-0.517939,1.890813,-714.386047,-733.707092,377.545258
247,0,0.980536,-0.516316,1.896749,-714.339966,-733.76355,377.592346
248,0,0.987526,-0.512041,1.908908,-714.342163,-733.788574,377.578491
249,0,0.979959,-0.515816,1.896187,-714.324219,-733.744751,377.579987
250,0,0.985711,-0.512289,1.906567,-714.377625,-733.776489,377.602081
251,0,0.981399,-0.515638,1.898539,-714.354614,-733.847412,377.58548
252,0,0.973396,-0.520895,1.88348,-714.363159,-733.766602,377.570282
253,0,0.977838,-0.518132,1.891158,-714.438049,-733.819214,377.579041
254,0,0.974346,-0.52053,1.884626,-714.400757,-733.775757,377.57489
255,0,0.976571,-0.518533,1.890747,-714.403381,-733.800598,377.566284
256,0,0.98085,-0.516124,1.896435,-714.459412,-733.817078,377.523163
257,0,0.989196,-0.510261,1.912319,-714.390503,-733.807617,377.586395
258,0,1.00138,-0.501472,1.936257,-714.414185,-733.788696,377.590027
259,0,0.998084,-0.503745,1.930331,-714.466064,-733.785217,377.55246
260,0,1.001138,-0.502228,1.93532,-714.385437,-733.824585,377.555206
261,0,1.00391,-0.499552,1.940815,-714.410156,-733.787781,377.570953
262,0,0.998609,-0.503439,1.930652,-714.389709,-733.780151,377.562256
263,0,0.992413,-0.507555,1.920345,-714.361633,-733.797302,377.59845
264,0,0.985798,-0.512581,1.906177,-714.378418,-733.814209,377.586029
265,0,0.98189,-0.51461,1.900276,-714.510925,-733.786621,377.531738
266,0,0.986608,-0.510967,1.908916,-714.41217,-733.782715,377.517212
267,0,0.99007,-0.509243,1.913504,-714.403015,-733.796814,377.555298
268,0,0.983827,-0.513304,1.903018,-714.358154,-733.772766,377.566742
269,0,0.979073,-0.516173,1.89493,-714.336426,-733.705811,377.573029
270,0,0.975769,-0.518199,1.888618,-714.32196,-733.741699,377.582153
271,0,0.97292,-0.521101,1.882631,-714.390442,-733.766113,377.539642
272,0,0.969493,-0.52326,1.876391,-714.390503,-733.758362,377.556519
273,0,0.974536,-0.519406,1.886969,-714.431458,-733.745728,377.53125
274,0,0.971105,-0.521653,1.878892,-714.344788,-733.747192,377.542206
275,0,0.976717,-0.518326,1.889213,-714.366211,-733.729187,377.558014
276,0,0.98386,-0.513086,1.90328,-714.338867,-733.768555,377.610107
277,0,0.989828,-0.509543,1.913872,-714.407776,-733.77301,377.57605
278,0,0.992713,-0.507415,1.920719,-714.427246,-733.774231,377.570343
279,0,0.988207,-0.511057,1.91023,-714.405029,-733.817566,377.525391
280,0,0.980864,-0.515576,1.897989,-714.426758,-733.776184,377.55719
281,0,0.974443,-0.520442,1.885695,-714.4375,-733.823486,377.56012
282,0,0.979219,-0.516888,1.893408,-714.360901,-733.78302,377.555145
283,0,0.973957,-0.520415,1.885111,-714.423889,-733.799561,377.575317
284,0,0.978379,-0.517412,1.891918,-714.351013,-733.816528,377.593292
285,0,0.984088,-0.513281,1.902811,-714.396912,-733.821899,377.552307
286,0,0.997942,-0.503765,1.92918,-714.453308,-733.79425,377.550598
287,0,1.00061,-0.502304,1.934868,-714.449707,-733.799316,377.561584
288,0,0.994253,-0.505791,1.922983,-714.439697,-733.818359,377.559418
289,0,0.999611,-0.502842,1.933402,-714.377319,-733.820923,377.573883
290,0,0.994846,-0.506146,1.924994,-714.3703,-733.82251,377.56427
291,0,0.998452,-0.503807,1.930307,-714.404968,-733.794556,377.55899
292,0,0.992384,-0.507458,1.920034,-714.355713,-733.793518,377.535095
293,0,0.993161,-0.507376,1.920578,-714.405823,-733.853394,377.555023
294,0,1.000322,-0.502232,1.934456,-714.428345,-733.795654,377.575928
295,0,1.007768,-0.496816,1.947948,-714.360901,-733.790649,377.611908
296,0,1.000899,-0.501898,1.935002,-714.316895,-733.734558,377.578735
297,0,0.99384,-0.505407,1.923449,-714.342957,-733.700562,377.564423
298,0,1.000716,-0.502103,1.933879,-714.344299,-733.811218,377.59082
299,0,0.997481,-0.504158,1.927904,-714.367615,-733.762939,377.53772
300,0,1.003421,-0.500892,1.937973,-714.40033,-733.780457,377.537689
301,0,0.996148,-0.50426,1.928215,-714.360168,-733.746094,377.535156
302,0,0.993748,-0.505954,1.922031,-714.381287,-733.745117,377.56778
303,0,0.985268,-0.511167,1.906997,-714.371826,-733.717285,377.531891
304,0,0.99034,-0.507818,1.916965,-714.406982,-733.692688,377.455139
305,0,0.994441,-0.504372,1.924029,-714.289795,-733.641357,377.53244
306,0,0.999202,-0.501494,1.934266,-714.436035,-733.635681,377.465424
307,0,0.995163,-0.503979,1.926005,-714.311401,-733.620972,377.48764
308,0,0.990888,-0.506916,1.917517,-714.382935,-733.577942,377.42511
309,0,0.993834,-0.504677,1.92374,-714.290283,-733.603333,377.491272
310,0,0.986394,-0.509629,1.909447,-714.236328,-733.580505,377.476715
311,0,0.9945,-0.504451,1.923243,-714.277222,-733.593872,377.506348
312,0,0.987667,-0.508027,1.91251,-714.342529,-733.598999,377.462189
313,0,0.996838,-0.503033,1.929559,-714.313354,-733.633606,377.499451
314,0,0.993283,-0.505354,1.922897,-714.38031,-733.613342,377.496094
315,0,0.988781,-0.508987,1.914481,-714.306763,-733.657776,377.555206
316,0,0.992357,-0.506727,1.920341,-714.372559,-733.718445,377.505493
317,0,0.989404,-0.509508,1.912882,-714.36969,-733.715332,377.565765
318,0,0.994656,-0.505734,1.924322,-714.328613,-733.749023,377.630554
319,0,1.000318,-0.502031,1.935061,-714.361206,-733.794556,377.619232
320,0,1.005625,-0.499382,1.944571,-714.43689,-733.790222,377.588104
321,0,0.999744,-0.502943,1.933649,-714.501343,-733.834167,377.606171
322,0,0.997576,-0.505158,1.928036,-714.383972,-733.844971,377.657257
323,0,1.00478,-0.49979,1.943062,-714.503479,-733.883606,377.688263
324,0,1.00149,-0.501607,1.937304,-714.440674,-733.869019,377.657623
325,0,1.008535,-0.496958,1.950219,-714.46698,-733.907532,377.693695
326,0,1.011806,-0.495349,1.956369,-714.489136,-733.916443,377.631226
327,0,1.013302,-0.494594,1.959856,-714.469055,-733.924316,377.646118
328,0,1.015998,-0.491487,1.964467,-714.407776,-733.797791,377.660706
329,0,1.006932,-0.498526,1.946544,-714.46106,-733.922607,377.605774
330,0,1.000556,-0.502432,1.935259,-714.414246,-733.850891,377.607239
331,0,1.003769,-0.500653,1.940725,-714.475281,-733.833862,377.636108
332,0,1.006878,-0.49877,1.946581,-714.467468,-733.8573,377.600159
333,0,1.003395,-0.500678,1.938625,-714.424316,-733.815735,377.637238
334,0,1.005958,-0.498161,1.94502,-714.539551,-733.862305,377.558502
335,0,1.017513,-0.489402,1.96719,-714.493103,-733.744629,377.573151
336,0,1.011193,-0.493558,1.956237,-714.426208,-733.727417,377.543457
337,0,1.00435,-0.497548,1.944825,-714.443298,-733.698608,377.497131
338,0,1.000316,-0.500267,1.935887,-714.369385,-733.593201,377.473328
339,0,0.993663,-0.503692,1.924534,-714.341492,-733.52655,377.471893
340,0,0.982288,-0.510862,1.90226,-714.407288,-733.549438,377.39505
341,0,0.979347,-0.513571,1.896552,-714.318298,-733.482544,377.405273
342,0,0.991373,-0.504716,1.920295,-714.284058,-733.468384,377.39856
343,0,0.991357,-0.503923,1.920862,-714.274841,-733.457031,377.344604
344,0,0.995234,-0.502116,1.92642,-714.327515,-733.536682,377.378906
345,0,0.98922,-0.506842,1.915857,-714.342957,-733.547241,377.349701
346,0,0.995942,-0.502782,1.928548,-714.373047,-733.557129,377.462372
347,0,0.988813,-0.506813,1.914816,-714.385193,-733.597107,377.399292
348,0,0.992866,-0.506003,1.921915,-714.645752,-733.841125,377.303711
349,0,1.000479,-0.501223,1.934664,-714.414124,-733.711731,377.498199
350,0,0.992014,-0.507595,1.917921,-714.377441,-733.795593,377.598846
351,0,0.996039,-0.505861,1.927472,-714.464478,-733.846741,377.636719
352,0,0.987446,-0.512843,1.909149,-714.471069,-734.005798,377.681732
353,0,0.996809,-0.507067,1.927263,-714.579651,-734.040039,377.720734
354,0,1.004687,-0.503637,1.940379,-714.497803,-734.087402,377.775543
355,0,1.007536,-0.501169,1.946173,-714.52179,-734.17511,377.772705
356,0,1.018752,-0.49587,1.963227,-714.523987,-734.291321,377.883179
357,0,1.023466,-0.492636,1.973732,-714.551086,-734.398865,377.929382
358,0,1.027776,-0.491128,1.979394,-714.565491,-734.500061,378.007019
359,0,1.034153,-0.487753,1.991743,-714.613403,-734.604065,378.019653
360,0,1.04243,-0.483331,2.002806,-714.571411,-734.692566,378.154907
361,0,1.052318,-0.477884,2.020634,-714.613281,-734.852539,378.16922
362,0,1.062804,-0.471624,2.037809,-714.652771,-734.969238,378.26181
363,0,1.070675,-0.465605,2.052731,-714.693054,-735.025208,378.303375
364,0,1.075376,-0.463404,2.061642,-714.697144,-735.175232,378.416107
365,0,1.095564,-0.447759,2.099887,-715.308289,-735.418518,378.308838
366,0,1.100677,-0.441907,2.112769,-714.987122,-735.225769,378.393494
367,0,1.679198,0.331397,3.222329,-715.449768,-735.321716,378.220032
368,0,1.671723,0.319262,3.207686,-715.599915,-735.100159,378.054932
369,0,1.663322,0.307154,3.190012,-715.53302,-734.622925,377.882446
370,0,1.654777,0.296864,3.174112,-715.644043,-734.065613,377.599731
371,0,1.665914,0.325944,3.188939,-715.552979,-733.41864,377.274261
372,0,1.68801,0.376209,3.223573,-715.62677,-732.945801,377.004517
373,0,1.702193,0.41553,3.247302,-715.568054,-732.372192,376.781952
374,0,1.711724,0.439247,3.257206,-715.379333,-731.847229,376.37384
375,0,1.725859,0.473862,3.277206,-715.320557,-731.355469,376.25351
376,0,0.728027,-0.629379,1.431471,-712.019592,-730.620544,374.949005
